entity,entity_group,actor_type,mentions,unique_stories,weighted_mentions,estimated_reach,share_of_voice,avg_stance,stance_label,avg_sentiment,top_cluster,top_frame,impact_score,narrative_role,sample_headline,sample_link
GalwayBeo,Media outlet,Media outlet,4,2,2.9641339663801274,214080,0.0050362285694659,-0.4645,Strong preserve,0.0,Shannon Airport and US military use,Shannon / US Military / Anti-war,5.0,Media amplifier,The 91-year-old Galway woman who walked from west of Ireland to Dail to protest,https://www.galwaybeo.ie/news/ireland-news/meet-91-year-old-galway-10918293
The Ditch,Media outlet,Media outlet,5,5,1.222,0,0.0020762460069924,-0.0778,Mixed / unclear,-0.13,Ukraine war and moral neutrality,Budget / Fiscal / Public Finances,4.8,Media amplifier,Rapid movement of NATO and EU soldiers across member states,https://www.ontheditch.com/eu-plans-for-the-rapid-movement-of-nato
Clare FM,Media outlet,Media outlet,4,1,3.1905128973812418,212000,0.0054208589717231,-0.45,Strong preserve,-0.1625,Shannon Airport and US military use #3,Other Neutrality Debate,4.7,Media amplifier,Clare FM - Neutrality,
The Neil Prendeville Show,Media outlet,Media outlet,4,1,2.825919434957882,328000,0.0048013943886363,0.0,Mixed / unclear,-0.1625,Defence capability and security gaps,Other Neutrality Debate,4.5,Media amplifier,The Neil Prendeville Show - Neutrality,
The Nationalist (Tipperary),Media outlet,Media outlet,3,3,2.3083689401493706,176196,0.0039220472951313,-0.891,Strong preserve,0.4333333333333333,Defence capability and security gaps,Other Neutrality Debate,4.4,Media amplifier,91-year-old woman walks 220km to protest over US military at Co Clare airport,http://nationalist.ie/news/national-news/2062297/91-year-old-woman-walks-220km-to-protest-us-military-at-co-clare-airport.html
Donegal Live,Media outlet,Media outlet,3,3,2.2984632486094907,161088,0.0039052169739315,-0.8863333333333333,Strong preserve,0.0,Defence capability and security gaps,Other Neutrality Debate,4.4,Media amplifier,91-year-old woman walks 220km to protest over US military at Co Clare airport,http://donegallive.ie/news/national-news/2062297/91-year-old-woman-walks-220km-to-protest-us-military-at-co-clare-airport.html
Trinity News,Media outlet,Media outlet,3,3,2.3000253271457014,164577,0.0039078710322976,-0.1109999999999999,Mixed / unclear,-0.3333333333333333,Ukraine war and moral neutrality,Budget / Fiscal / Public Finances,4.4,Media amplifier,Students rally around fuel protest demands in solidarity with striking workers – Trinity News,https://www.trinitynews.ie/2026/04/students-rally-around-fuel-protest-demands-in-solidarity-with-striking-workers
The Irish Farmers Journal,Media outlet,Media outlet,2,2,2.066644531547884,839254,0.0035113440724214,0.3335,Reform / redefine,0.175,Ukraine war and moral neutrality,Budget / Fiscal / Public Finances,4.4,Media amplifier,"Colm McCarthy: Amid uncertainty, prudent progress is needed",http://farmersjournal.ie/viewpoints/viewpoints/colm-mccarthy-amid-uncertainty-prudent-progress-is-needed-914238
The Limerick Post,Media outlet,Media outlet,3,3,2.2411677040198112,189081,0.0038078686550503,-0.6486666666666666,Strong preserve,0.0,"NATO, EU security and defence cooperation #2",Other Neutrality Debate,4.3,Media amplifier,Limerick women gather to share their pearls of wisdom,https://www.limerickpost.ie/2026/03/20/limerick-women-gather-to-share-their-pearls-of-wisdom
Laois Today,Media outlet,Media outlet,3,3,2.229070206917526,169473,0.0037873143342212,0.1666666666666666,Reform / redefine,0.2166666666666666,"NATO, EU security and defence cooperation #2",Peacekeeping / Identity / Tradition,4.3,Media amplifier,Laois Republicans gather to hold Easter 1916 commemoration with special guest - Laois Today,https://www.laoistoday.ie/2026/04/09/laois-republicans-gather-to-hold-easter-1916-commemoration-with-special-guest
Image Magazine,Media outlet,Media outlet,2,2,2.059257244163212,766128,0.0034987926600361,-0.3335,Lean preserve,-0.325,"NATO, EU security and defence cooperation #2",Other Neutrality Debate,4.3,Media amplifier,How Ireland squandered the opportunity of the Michelin Awards in Dublin | IMAGE.ie,https://www.image.ie/living/how-ireland-squandered-the-opportunity-of-the-michelin-awards-in-dublin-981481
Tullamore Tribune,Media outlet,Media outlet,3,3,2.222854513591149,160203,0.0037767535253426,-0.2863333333333333,Lean preserve,0.0,"NATO, EU security and defence cooperation",Shannon / US Military / Anti-war,4.3,Media amplifier,91-year-old woman walks 220km to protest over US military at Co Clare airport,http://offalyexpress.ie/news/national-news/2062297/91-year-old-woman-walks-220km-to-protest-us-military-at-co-clare-airport.html
Cork's RedFM,Media outlet,Media outlet,3,1,2.548073960676099,522000,0.0043293194651187,-0.1666666666666666,Lean preserve,-0.3333333333333333,Ukraine war and moral neutrality,Other Neutrality Debate,4.2,Media amplifier,Cork's RedFM - Neutrality,
The Currency,Media outlet,Media outlet,2,2,1.873039811619064,776470,0.0031823988787331,0.0,Mixed / unclear,0.325,Ukraine war and moral neutrality,Budget / Fiscal / Public Finances,4.1,Media amplifier,Carbon-removal credits licensed by EU get Nasdaq backing - The Currency,https://thecurrency.news/articles/221759/carbon-removal-credits-licensed-by-eu-get-nasdaq-backing
TheJournal.ie,Media outlet,Media outlet,2,2,1.9113803185701723,785380,0.0032475415337768,-0.375,Lean preserve,0.0,Shannon Airport and US military use,Other Neutrality Debate,4.1,Media amplifier,"At 91 years of age, with 220 km on the road, activist Lelia Doolan walks for Irish neutrality",https://www.thejournal.ie/film-maker-walks-to-highlight-threat-to-neutrality-7011481-Apr2026
Daily Mirror (Ireland),Media outlet,Media outlet,2,2,1.9024055660362484,695296,0.0032322929297569,-0.833,Strong preserve,0.0,Defence capability and security gaps,Other Neutrality Debate,4.0,Media amplifier,91-year-old woman walks 220km to protest US military at Co Clare airport,https://www.irishmirror.ie/news/irish-news/91-year-old-woman-walks-37022409
Cork's 96 FM,Media outlet,Media outlet,3,1,2.429331474719936,375000,0.0041275693731982,-0.4333333333333333,Lean preserve,-0.2166666666666666,Sinn Féin and government neutrality clash,Other Neutrality Debate,3.8,Media amplifier,Cork's 96 FM - Neutrality,
Colm McCarthy,Actor / organisation,Person,3,3,3.003164437357416,1227489,0.0008353021115294209,0.22233333333333336,Reform / redefine,0.3333333333333333,Ukraine war and moral neutrality,Budget / Fiscal / Public Finances,3.8,Participant / responder,"Colm McCarthy: Amid uncertainty, prudent progress is needed",http://farmersjournal.ie/viewpoints/viewpoints/colm-mccarthy-amid-uncertainty-prudent-progress-is-needed-914238
Sergiy Kyslytsya,Actor / organisation,Person,2,2,2.0509395912810446,833668,0.0005704496729868728,0.244,Reform / redefine,0.0,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,3.8,Participant / responder,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees
Clare Live,Media outlet,Media outlet,4,4,1.0149999999999997,0,0.0017245414869863,-0.5327500000000001,Strong preserve,0.1625,Defence capability and security gaps,Other Neutrality Debate,3.7,Media amplifier,91-year-old woman walks 220km to protest over US military at Co Clare airport,https://www.clarelive.ie/news/national-news/2062297/91-year-old-woman-walks-220km-to-protest-us-military-at-co-clare-airport.html
Carlow Times,Media outlet,Media outlet,4,4,1.0149999999999997,0,0.0017245414869863,-0.532,Strong preserve,0.325,Defence capability and security gaps,Other Neutrality Debate,3.7,Media amplifier,91-year-old woman walks 220km to protest US military at Co Clare airport,https://www.carlowlive.ie/news/national-news/2062297/91-year-old-woman-walks-220km-to-protest-us-military-at-co-clare-airport.html
Northern Sound,Media outlet,Media outlet,3,1,2.377219867106896,234000,0.0040390288517379,0.0,Mixed / unclear,-0.2166666666666666,Ukraine war and moral neutrality,Other Neutrality Debate,3.5,Media amplifier,Northern Sound - Neutrality,
Ocean FM,Media outlet,Media outlet,3,1,2.328083067975229,150000,0.0039555426954421,-0.25,Lean preserve,-0.2166666666666666,Ukraine war and moral neutrality,Other Neutrality Debate,3.3,Media amplifier,Ocean FM - Neutrality,
Deise Today,Media outlet,Media outlet,3,1,2.04207369663776,195000,0.003469596856488,-0.1666666666666666,Lean preserve,0.0,Defence capability and security gaps,Other Neutrality Debate,3.0,Media amplifier,Deise Today - Neutrality,
FM104,Media outlet,Media outlet,2,1,1.671202649725527,504000,0.0028394663079932,-0.8285,Strong preserve,0.325,Sinn Féin and government neutrality clash,Other Neutrality Debate,2.8,Media amplifier,FM104 - Neutrality,
eolas Magazine,Media outlet,Media outlet,2,2,1.5670045620537367,123134,0.0026624279581857,-0.25,Lean preserve,0.325,Defence capability and security gaps,Other Neutrality Debate,2.6,Media amplifier,100 years of Fianna Fáil | Eolas Magazine,https://www.eolasmagazine.ie/100-years-of-fianna-fail
Galway Advertiser,Media outlet,Media outlet,2,2,1.5660590723694403,121638,0.0026608215185935,0.25,Reform / redefine,0.325,Sinn Féin and government neutrality clash,Other Neutrality Debate,2.6,Media amplifier,Ireland's role in an uncertain world,https://advertiser.ie/galway/article/149839/irelands-role-in-an-uncertain-world
Derry Post,Media outlet,Media outlet,2,2,1.3250656835212695,219786,0.0022513603391274,0.0,Mixed / unclear,0.0,Sinn Féin and government neutrality clash #2,Other Neutrality Debate,2.5,Media amplifier,Business rates revaluation U-turn urged as firms ‘close doors’ over costs,https://derrynow.com/news/northern-ireland/2000275/business-rates-revaluation-u-turn-urged-as-firms-close-doors-over-costs.html
Ireland Live,Media outlet,Media outlet,2,2,1.48475367487887,111016,0.0025226791234325,0.295,Reform / redefine,0.0,"NATO, EU security and defence cooperation",Defence Capability / Underinvestment,2.5,Media amplifier,Ireland and UK enhance defence co-operation,https://www.ireland-live.ie/news/ireland/2038224/ireland-and-uk-enhance-defence-co-operation.html
Dublin InQuirer,Media outlet,Media outlet,2,2,1.4860611473735652,113004,0.0025249005919647,-0.3335,Lean preserve,0.0,Defence capability and security gaps,Other Neutrality Debate,2.5,Media amplifier,Dublin city councillors back motion condeming US/Israel attack on Iran,https://www.dublininquirer.com/dublin-city-councillors-back-motion-condeming-us-israel-attack-on-iran
The Munster Express,Media outlet,Media outlet,2,2,1.485206152992748,111700,0.0025234479089294,-0.2915,Lean preserve,0.5,"NATO, EU security and defence cooperation #2",Triple Lock / UN Mandate,2.5,Media amplifier,Dr Morgan McMonagle to lead St. Patrick's Day Parade Esteemed Humanitarian and Surgeon announced as Grand Marshall of Waterford’s 2026 Parade - The Munster Express,https://www.munster-express.ie/dr-morgan-mcmonagle-to-lead-st-patricks-day-parade-esteemed-humanitarian-and-surgeon-announced-as-grand-marshall-of-waterfords-2026-parade
Irish Star,Media outlet,Media outlet,3,3,0.705,0,0.0011978342348033,-0.4666666666666666,Strong preserve,0.2166666666666666,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,2.4,Media amplifier,Furious 91-year-old walks 137 miles to protest against the US military,https://www.irishstar.com/news/ireland-news/91-year-old-woman-walks-37023607
Q102,Media outlet,Media outlet,2,1,1.8419739287432293,184000,0.0031296162148423,-0.75,Strong preserve,0.65,Sinn Féin and government neutrality clash,Other Neutrality Debate,2.4,Media amplifier,Q102 - Neutrality,
Highland Radio,Media outlet,Media outlet,2,1,1.6215087152259031,90000,0.0027550335477014,0.0,Mixed / unclear,-0.325,Defence capability and security gaps,Other Neutrality Debate,2.0,Media amplifier,Highland Radio - Neutrality,
University Observer,Media outlet,Media outlet,2,1,1.569281119218328,126812,0.0026662959555038,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Other Neutrality Debate,2.0,Media amplifier,University Observer,https://universityobserver.ie/verdis-meet-the-teen-who-founded-his-own-country
Town Talk,Media outlet,Media outlet,2,1,1.429451587646432,130000,0.0024287177995416,-0.4,Lean preserve,0.0,Sinn Féin and government neutrality clash #2,Other Neutrality Debate,1.9,Media amplifier,Town Talk - Neutrality,
The Sun (Ireland),Media outlet,Media outlet,1,1,0.939448950117718,420369,0.0015961760486539,0.0,Mixed / unclear,0.0,Sinn Féin and government neutrality clash,Other Neutrality Debate,1.5,Media amplifier,Drogheda United tell Byrne to resign as Sinn Fein TD refuses to step down,https://www.thesun.ie/sport/16700284/drogheda-united-joanna-byrne-sinn-fein-td-resign
Banbridge Leader,Media outlet,Media outlet,1,1,0.7660141377500489,105454,0.0013015006504118,0.0,Mixed / unclear,0.0,Sinn Féin and government neutrality clash #2,Other Neutrality Debate,0.8,Media amplifier,"September 11, 2011",https://www.northernirelandworld.com/archive/2011-09-11
South East Radio,Media outlet,Media outlet,1,1,0.7933391462033385,80000,0.0013479273604709,-0.75,Strong preserve,-0.65,Triple Lock and UN mandate debate,Other Neutrality Debate,0.7,Media amplifier,South East Radio - Neutrality,
Midwest Radio,Media outlet,Media outlet,1,1,0.7884208247790276,70000,0.0013395708586555,-0.5,Strong preserve,-0.65,Ukraine war and moral neutrality,Other Neutrality Debate,0.7,Media amplifier,Midwest Radio - Neutrality,
The Niall Boylan Show,Media outlet,Media outlet,1,1,0.7517629072569305,70000,0.0012772870166916,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,0.7,Media amplifier,The Niall Boylan Show - Neutrality,
The Anglo Celt,Media outlet,Media outlet,1,1,0.7472825319893692,63416,0.0012696746097693,0.0,Mixed / unclear,0.0,Defence capability and security gaps,Other Neutrality Debate,0.7,Media amplifier,"LIVE: Fuel Protests, as it happens | Anglo Celt",https://www.anglocelt.ie/2026/04/09/live-fuel-protests-as-it-happens
Irish Farmers Monthly (IFM),Media outlet,Media outlet,1,1,0.8165187901203504,55377,0.0013873108654841,0.0,Mixed / unclear,-0.65,Ukraine war and moral neutrality,Other Neutrality Debate,0.7,Media amplifier,No easy decisions ahead for Government,https://irishfarmersmonthly.com/opinion-mobile/matt-o-keeffe/no-easy-decisions-ahead-for-government
Radio Kerry,Media outlet,Media outlet,1,1,0.794695105640161,83000,0.0013502312110162,-0.5,Strong preserve,-0.65,Ukraine war and moral neutrality,Other Neutrality Debate,0.7,Media amplifier,Radio Kerry - Neutrality,
Nenagh Guardian,Media outlet,Media outlet,1,1,0.7796031023070572,55097,0.00132458905745,-0.833,Strong preserve,0.65,Shannon Airport and US military use,Shannon / US Military / Anti-war,0.7,Media amplifier,Neutrality campaigner (91) in Nenagh | Nenagh Guardian,https://www.nenaghguardian.ie/2026/04/27/neutrality-campaigner-91-in-nenagh
New Ross Standard,Media outlet,Media outlet,1,1,0.7473707093884694,63568,0.0012698244280776,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,0.7,Media amplifier,Women overtake men as single female house buyers are on the rise,https://independent.ie/irish-news/women-overtake-men-as-single-female-house-buyers-are-on-the-rise/a1509685684.html
Laois People,Media outlet,Media outlet,1,1,0.7824552494611079,59533,0.001329435014193,-0.917,Strong preserve,0.65,Shannon Airport and US military use,Shannon / US Military / Anti-war,0.7,Media amplifier,Local TD joins Leila Doolan on her Neutrality march from Shannon Airport to Dublin - Laois People,https://www.laoispeople.ie/local-td-joins-leila-doolan-on-neutrality-march-through-laois
Irish Marketing Journal,Media outlet,Media outlet,1,1,0.8218898546193859,63227,0.0013964366029796,0.0,Mixed / unclear,0.65,Ukraine war and moral neutrality,Other Neutrality Debate,0.7,Media amplifier,Opinion: Why Trust is the Central Issue in Journalism Today,https://www.adworld.ie/2026/03/06/opinion-why-trust-is-the-central-issue-in-journalism-today
Connacht (Connaught) Tribune,Media outlet,Media outlet,1,1,0.7842819732227284,62560,0.0013325387195252,-0.667,Strong preserve,0.0,Triple Lock and UN mandate debate,Other Neutrality Debate,0.7,Media amplifier,Public meeting on neutrality in Galway,https://connachttribune.ie/news/public-meeting-on-neutrality-in-galway-8114409
College Tribune,Media outlet,Media outlet,1,1,0.7470623291139693,63038,0.0012693004728292,-0.75,Strong preserve,0.0,Ukraine war and moral neutrality,Public Consent / Referendum,0.7,Media amplifier,“We Need to Fight”: Tia Cullen’s Vision for a Stronger SU,https://www.collegetribune.ie/we-need-to-fight-tia-cullens-vision-for-a-stronger-su
BallinEurope,Media outlet,Media outlet,1,1,0.7414570432253949,54139,0.001259776780158,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Other Neutrality Debate,0.6,Media amplifier,Forza Achi,https://www.ballineurope.com/forza-achi-8618/#comments
Business & Finance,Media outlet,Media outlet,1,1,0.7405729711698419,52855,0.0012582746925351,0.0,Mixed / unclear,0.65,Ukraine war and moral neutrality,Other Neutrality Debate,0.6,Media amplifier,Insights from Ireland Day 2026,https://businessandfinance.com/news/insights-from-ireland-day-2026
Dundalk FM,Media outlet,Media outlet,1,1,0.6981912322125866,65000,0.0011862657594095,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,0.6,Media amplifier,Dundalk FM - Neutrality,
Tuam Herald,Media outlet,Media outlet,1,1,0.7438193175805623,57725,0.0012637904157532,0.0,Mixed / unclear,0.0,Defence capability and security gaps,Other Neutrality Debate,0.6,Media amplifier,"LIVE: Fuel Protests, as it happens | Tuam Herald",https://www.tuamindependent.ie/2026/04/09/live-fuel-protests-as-it-happens
The Medical Independent,Media outlet,Media outlet,1,1,0.7449360650239087,59502,0.0012656878318089,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,0.6,Media amplifier,The concerning rise of ‘healthocide’ - Medical Independent,https://www.medicalindependent.ie/in-the-news/news-features/the-concerning-rise-of-healthocide
Morning Focus,Media outlet,Media outlet,1,1,0.7404912651510649,53000,0.001258135869462,0.0,Mixed / unclear,0.65,Ukraine war and moral neutrality,Peacekeeping / Identity / Tradition,0.6,Media amplifier,Morning Focus - Neutrality,
Donegal Daily,Media outlet,Media outlet,1,1,0.7411701895610137,53719,0.0012592893998182,-0.625,Strong preserve,0.35,Referendum and constitutional protection,Public Consent / Referendum,0.6,Media amplifier,Annual Drumboe commemoration told Govt blocking Irish unity referendum - Donegal Daily,https://www.donegaldaily.com/2026/04/05/annual-drumboe-commemoration-told-irish-govt-blocking-irish-unity-2
Herfamily.ie,Media outlet,Media outlet,1,1,0.7427150195593843,56020,0.0012619141519586,-0.5,Strong preserve,0.0,Ukraine war and moral neutrality,Peacekeeping / Identity / Tradition,0.6,Media amplifier,Ireland named one of the safest countries to be in if WW3 kicks off,https://herfamily.ie/news/worlds-safest-countries-revealed-amid-ww3-fears-as-raf-base-hit-by-iran-461280
Extra.ie,Media outlet,Media outlet,1,1,0.7448753516409954,59404,0.0012655846763925,-0.909,Strong preserve,0.0,Shannon Airport and US military use,Shannon / US Military / Anti-war,0.6,Media amplifier,"Lelia Doolan, 91, walks from Shannon Airport to Leinster House",https://extra.ie/2026/04/15/news/irish-news/shannon-airport-lelia-doolan
The Current Affairs Show,Media outlet,Media outlet,1,1,0.6869313549356421,77000,0.001167134601279,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Other Neutrality Debate,0.6,Media amplifier,The Current Affairs Show - Neutrality,
Farmview,Media outlet,Media outlet,1,1,0.6806912322125866,65000,0.001156532285496,-0.5,Strong preserve,0.0,Triple Lock and UN mandate debate,Other Neutrality Debate,0.6,Media amplifier,Farmview - Neutrality,
The Mayo News,Media outlet,Media outlet,1,1,0.6703331641380599,1500,0.001138933351388,-0.667,Strong preserve,0.0,Ukraine war and moral neutrality,Triple Lock / UN Mandate,0.5,Media amplifier,BUYER'S REMORSE AND BREXIT,
9 Till Noon Show,Media outlet,Media outlet,1,1,0.6671470072504302,45000,0.0011335198935193,-0.75,Strong preserve,-0.35,Triple Lock and UN mandate debate,Peacekeeping / Identity / Tradition,0.5,Media amplifier,9 Till Noon Show - Neutrality,
Dundalk Leader,Media outlet,Media outlet,1,1,0.6093937855800544,1500,0.0010353939558073,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,0.4,Media amplifier,Dundalk Irish Red Cross—2025 Year in Review,
Roscommon People,Media outlet,Media outlet,1,1,0.6093937855800544,1500,0.0010353939558073,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Other Neutrality Debate,0.4,Media amplifier,,
Drogheda Life,Media outlet,Media outlet,1,1,0.6265602745284736,14950,0.0010645607758836,0.0,Mixed / unclear,0.35,Ukraine war and moral neutrality,Other Neutrality Debate,0.4,Media amplifier,Neutrality Roadshow coming to Drogheda on 2nd July,https://droghedalife.com/neutrality-roadshow-coming-to-drogheda-on-2nd-july
BBC World Service,Media outlet,Media outlet,1,1,0.29,0,0.0004927261391389,0.0,Mixed / unclear,0.65,Ukraine war and moral neutrality,Other Neutrality Debate,0.1,Media amplifier,BBC World Service - Neutrality,
AgendaNi,Media outlet,Media outlet,1,1,0.235,0,0.0003992780782677,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Other Neutrality Debate,0.0,Media amplifier,Supporting planners to protect the environment - agendaNi,https://www.agendani.com/supporting-planners-to-protect-the-environment
